V1,V2
706.6,1
587.7,0.984984871707959
668.1,0.802766599972695
388.9,0.626879587011489
727.7,0.635921797872545
501.6,0.492515112290781
447.2,0.492423796054292
492.4,0.183437069851202
471.7,0.112462675675077
402.5,0.0722792987953891
396.3,0.0502165281530848
