V1,V2
379.8,0.00619139289874095
386.9,0.00248419196150936
399.2,0.00479351665868088
406.9,0.0315731480508612
417.8,0.0255776348729418
420.7,0.0245477009335698
429.5,0.0118697483280106
433.9,0.00909512352486783
655.9,1
588.9,0.360617222527412
