Begin Header
Date,01/09/2004 13:38:00
X-Label,Nanometers
Y-Label,Arbitrary
NumPoints,171
StartValue,380
EndValue,430
Steps,0,3
GaussFilter,0
NoiseFilter,True
AmplCorrection,True
DarkCorrection,True
AddCycles,1
Iterations,1
AutoExposure,False
MaxCycleTime,10
ExposureTime,10
CoolerFilter,False
CoolerTemp,291,6
End Header
nm,Value
380.1,-0.006391
380.4,0.01231
380.7,0.031
381,-0.08661
381.3,0.131
381.6,0.03978
381.9,-0.05132
382.2,-0.1451
382.5,-0.09711
382.7,-0.04913
383,-0.02556
383.3,-0.03634
383.6,0.07622
383.9,0.03777
384.2,0.1107
384.5,-0.03634
384.8,-0.01851
385.1,-0.03281
385.4,0.05103
385.7,0.02518
386,-0.0005723
386.3,0.0208
386.6,0.04216
386.9,-0.001526
387.2,-0.04512
387.5,-0.02394
387.8,-0.01431
388,-0.004579
388.3,-0.06467
388.6,-0.05275
388.9,-0.04684
389.2,-0.08633
389.5,-0.1258
389.8,-0.08404
390.1,-0.04226
390.4,-0.02213
390.7,-0.002003
391,0.01822
391.3,0.007536
391.6,-0.003148
391.9,-0.1185
392.2,-0.05962
392.5,-0.0007631
392.8,-0.0006677
393,-0.01851
393.3,-0.03634
393.6,-0.07507
393.9,-0.01793
394.2,-0.08471
394.5,-0.0973
394.8,-0.04893
395.1,-0.0004769
395.4,0.03663
395.7,0.03644
396,0.08547
396.3,0.02404
396.6,0.02919
396.9,-0.002957
397.2,-0.0351
397.5,-0.03463
397.8,-0.03415
398,-0.001908
398.3,-0.01793
398.6,-0.00973
398.9,-0.001431
399.2,-0.0009539
399.5,-0.0003816
399.8,0.01631
400.1,-0.009253
400.4,-0.03482
400.7,0.03129
401,0.02633
401.3,0.09348
401.6,0.06258
401.9,0.1458
402.2,0.05685
402.5,0.02824
402.8,0.06019
403.1,-0.01727
403.3,0.05628
403.6,0.1299
403.9,0.3858
404.2,3.154
404.5,6.139
404.8,5.33
405.1,4.521
405.4,0.9799
405.7,0.2169
406,0.03052
406.3,-0.0006677
406.6,0.01479
406.9,0.03024
407.2,0.08747
407.5,0.5806
407.8,0.569
408.1,0.5574
408.3,0.2222
408.6,0.2121
408.9,0.1505
409.2,0.089
409.5,0.04388
409.8,-0.001145
410.1,-0.001145
410.4,0.01421
410.7,0.02957
411,0.05761
411.3,-0.01507
411.6,0.06458
411.9,0.01727
412.2,0.008394
412.5,0.04712
412.8,0.02337
413,-0.0003816
413.3,-0.0145
413.6,-0.02852
413.9,-0.05828
414.2,-0.02986
414.5,-0.001335
414.8,-0.001145
415.1,-0.001812
415.4,0.05418
415.7,0.1103
416,0.06906
416.3,0.02795
416.6,-0.02948
416.9,0.02719
417.2,0.027
417.5,0.0268
417.8,-0.0002862
418,-0.0004769
418.3,0.03968
418.6,0.004865
418.9,-0.01116
419.2,-0.005819
419.5,-0.0003816
419.8,-0.0003816
420.1,0.09978
420.4,0.09081
420.7,0.08194
421,0.02385
421.3,-0.02757
421.6,-0.01469
421.9,-0.001812
422.2,-0.001145
422.5,-0.0003816
422.8,-0.04893
423,-0.01059
423.3,0.02776
423.6,0.05466
423.9,0.02652
424.2,0.05399
424.5,0.01307
424.8,-0.02776
425.1,-0.02747
425.4,-0.02719
425.7,-0.0003816
426,-0.0006677
426.3,-0.0008585
426.6,0.01259
426.9,-0.007822
427.2,0.04836
427.5,0.06315
427.7,0.01812
428,-0.0269
428.3,-0.0002862
428.6,-0.01669
428.9,0.00496
429.2,0.02661
429.5,0.01316
429.8,-0.0002862
430.1,-0.001812
