Begin Header
Date,01/09/2004 14:30:00
X-Label,Nanometers
Y-Label,Arbitrary
NumPoints,1285
StartValue,380
EndValue,760
Steps,0,3
GaussFilter,0
NoiseFilter,True
AmplCorrection,True
DarkCorrection,True
AddCycles,1
Iterations,1
AutoExposure,False
MaxCycleTime,10
ExposureTime,100
CoolerFilter,False
CoolerTemp,292,3
End Header
nm,Value
453.7,0.00662
454,0.007021
454.3,0.007431
454.6,0.01846
454.9,0.01825
455.2,0.01005
455.5,0.008213
455.8,0.006391
456.1,0.005418
456.4,0.001994
456.7,0.001832
457,0.005867
457.2,0.006811
457.5,0.006763
457.8,0.006716
458.1,0.009377
458.4,0.004493
458.7,-0.0003911
459,0.003529
459.3,0.00746
459.6,0.002223
459.9,0.00476
460.2,0.001669
460.5,-0.001412
460.8,0.003768
461.1,0.002318
461.4,0.004598
461.7,0.006878
462,0.009425
462.3,0.00931
462.6,0.006324
462.9,0.01169
463.2,0.004502
463.5,0.005723
463.7,0.006954
464,0.00889
464.3,0.008805
464.6,0.01668
464.9,0.02456
465.2,0.02479
465.5,0.01983
465.8,0.01206
466.1,0.003596
466.4,0.003081
466.7,0.001946
467,0.009024
467.3,0.007965
467.6,0.01271
467.9,0.008499
468.2,0.01239
468.5,0.006983
468.8,0.001584
469.1,0.00187
469.4,0.002156
469.7,0.006458
470,0.007431
470.2,0.01458
470.5,0.01768
470.8,0.1212
471.1,0.3877
471.4,0.372
471.7,0.3564
472,0.1056
472.3,0.03406
472.6,0.01212
472.9,0.01214
473.2,0.01218
473.5,0.009329
473.8,0.009415
474.1,0.00951
474.4,0.008862
474.7,0.007755
475,0.00827
475.3,0.008786
475.6,0.009434
475.9,0.01009
476.2,0.01224
476.4,0.007183
476.7,0.002127
477,0.005657
477.3,0.009186
477.6,0.002394
477.9,0.01005
478.2,0.0101
478.5,0.01017
478.8,0.007574
479.1,0.007536
479.4,0.003587
479.7,-0.0003529
480,0.0008871
480.3,0.002127
480.6,0.002337
480.9,-0.002957
481.2,0.003444
481.5,0.009854
481.8,0.006973
482.1,0.004092
482.4,0.001793
482.7,0.004531
482.9,0.00206
483.2,-0.0004102
483.5,-0.001097
483.8,0.002995
484.1,-0.0003625
484.4,-0.00372
484.7,-0.001154
485,0.001421
485.3,0.0001336
485.6,-0.001145
485.9,-0.002909
486.2,-0.0006677
486.5,-0.001507
486.8,-0.002347
487.1,-2.862E-05
487.4,0.0006868
487.7,0.001402
488,0.004226
488.3,0.009739
488.6,0.006534
488.9,0.007355
489.1,0.0001431
489.4,0.004207
489.7,0.005037
490,0.003243
490.3,0.00146
490.6,0.001803
490.9,0.002146
491.2,0.01198
491.5,0.04017
491.8,0.35
492.1,0.5948
492.4,0.6324
492.7,0.4474
493,0.1165
493.3,0.01222
493.6,0.009329
493.9,0.006439
494.2,0.006859
494.5,0.007288
494.8,0.004741
495.1,0.002194
495.4,0.0004579
495.6,0.004378
495.9,0.0002671
496.2,0.01337
496.5,0.01134
496.8,0.01069
497.1,0.01005
497.4,0.004789
497.7,0.001765
498,0.00475
498.3,0.007746
498.6,0.009682
498.9,0.003281
499.2,0.01027
499.5,0.004913
499.8,0.006324
500.1,0.007736
500.4,0.01227
500.7,0.05184
501,0.3856
501.3,1.873
501.6,2.539
501.9,2.473
502.1,1.204
502.4,0.2018
502.7,0.0587
503,0.04186
503.3,0.0341
503.6,0.02636
503.9,0.02385
504.2,0.04608
504.5,0.06833
504.8,0.06533
505.1,0.06235
505.4,0.03674
505.7,0.01816
506,-0.006916
506.3,-0.004808
506.6,-0.0027
506.9,-0.0008967
507.2,0.007173
507.5,-0.0008204
507.8,0.004951
508.1,0.0008394
508.3,0.004369
508.6,0.0029
508.9,0.002461
509.2,0.002032
509.5,0.005046
509.8,0.001822
510.1,0.001746
510.4,0.001679
510.7,0.004064
511,0.006458
511.3,0.004312
511.6,0.002175
511.9,0.00165
512.2,0.004531
512.5,0.007412
512.8,0.002795
513.1,-0.001822
513.4,-0.0002385
513.7,-0.0027
514,-0.0002385
514.3,-0.0004483
514.6,0.0005723
514.8,-0.001774
515.1,-0.004111
515.4,-0.006668
515.7,-0.0006487
516,0.00538
516.3,0.003453
516.6,0.001526
516.9,0.0009825
517.2,0.0009158
517.5,0.0008585
517.8,0.004264
518.1,-0.002986
518.4,-0.01024
518.7,-0.009844
519,-0.009444
519.3,-0.0005628
519.6,-0.001469
519.9,0.0005056
520.2,-0.001364
520.5,-0.003224
520.8,-0.007107
521.1,-0.003157
521.3,-0.00187
521.6,-0.0005819
521.9,0.001393
522.2,-0.003816
522.5,-0.003968
522.8,-0.002576
523.1,-0.001946
523.4,-0.002843
523.7,0.00187
524,0.0002385
524.3,-0.001383
524.6,-0.0008871
524.9,-0.0003816
525.2,0.002614
525.5,-0.0005246
525.8,-0.003653
526.1,0.003024
526.4,-0.0007345
526.7,-0.004483
527,-0.00144
527.3,0.001612
527.5,0.002356
527.8,0.002366
528.1,0.005161
528.4,-0.004693
528.7,-0.007507
529,-0.01032
529.3,-0.001975
529.6,-0.00166
529.9,-0.002881
530.2,-0.0001812
530.5,0.002518
530.8,0.008213
531.1,0.005342
531.4,0.00684
531.7,0.008347
532,0.008642
532.3,0.002566
532.6,0.001078
532.9,0.0009539
533.2,0.0008394
533.5,0.00456
533.8,-0.0002385
534,-0.005037
534.3,0.0031
534.6,-0.004665
534.9,-0.01242
535.2,-0.006506
535.5,-0.005867
535.8,-0.005227
536.1,-0.0005914
536.4,-0.0009444
536.7,-0.001297
537,0.0006105
537.3,-0.0003911
537.6,0.01005
537.9,0.01405
538.2,0.005266
538.5,0.009091
538.8,0.01005
539.1,0.004731
539.4,0.009892
539.7,0.00828
540,0.006668
540.2,0.001564
540.5,-0.003529
540.8,0.00559
541.1,0.002576
541.4,0.002652
541.7,0.002738
542,0.007212
542.3,-0.00125
542.6,-0.0008394
542.9,-0.0004197
543.2,0.000601
543.5,0.001631
543.8,-0.00746
544.1,-0.0001812
544.4,-0.008318
544.7,-0.004455
545,-0.0005914
545.3,-0.007145
545.6,-0.002184
545.9,-0.002995
546.2,-0.0001145
546.5,-0.0002766
546.8,0.0007917
547,0.00186
547.3,0.00186
547.6,-0.001526
547.9,0.005008
548.2,0.002251
548.5,-0.0005056
548.8,0.004579
549.1,0.0003148
549.4,-0.00394
549.7,-0.005914
550,-0.008194
550.3,-0.004407
550.6,-0.00062
550.9,0.003844
551.2,0.001622
551.5,-0.000601
551.8,-0.001116
552.1,-0.001336
552.4,-0.001555
552.7,0.005952
553,0.002184
553.3,-0.001574
553.6,0.0006677
553.9,-0.002194
554.2,0.002986
554.5,0.002909
554.8,0.01225
555.1,0.01186
555.4,0.01147
555.6,0.01923
555.9,0.002337
556.2,0.006076
556.5,0.009825
556.8,0.01027
557.1,0.01073
557.4,0.006277
557.7,0.001822
558,0.0005533
558.3,-0.0007059
558.6,0.004588
558.9,0.009892
559.2,-0.002413
559.5,-0.001488
559.8,-0.006964
560.1,-0.001917
560.4,-0.002995
560.7,-0.004073
561,-0.0005151
561.3,0.003043
561.6,0.002967
561.9,0.008137
562.2,0.003835
562.5,0.01562
562.8,0.004531
563.1,0.006115
563.4,0.007708
563.7,0.01317
564,0.01151
564.3,0.009863
564.5,0.002308
564.8,-0.005246
565.1,0.009453
565.4,0.005752
565.7,0.002051
566,0.007793
566.3,0.01355
566.6,0.01369
566.9,0.01384
567.2,0.01518
567.5,0.008871
567.8,0.002576
568.1,0.002318
568.4,0.005752
568.7,-0.004598
569,0.00477
569.3,0.008833
569.6,0.01291
569.9,0.00621
570.2,-0.000477
570.5,0.01344
570.8,0.01321
571.1,0.01553
571.4,0.01786
571.7,0.02451
572,0.01327
572.3,0.0268
572.6,0.04033
572.9,0.03945
573.2,0.03446
573.4,0.02625
573.7,0.02432
574,0.01034
574.3,0.01626
574.6,0.0222
574.9,0.01737
575.2,0.01255
575.5,0.001946
575.8,0.005657
576.1,0.002442
576.4,0.015
576.7,0.01942
577,0.01126
577.3,0.0031
577.6,0.002585
577.9,0.007603
578.2,0.01263
578.5,0.01458
578.8,0.01432
579.1,0.01406
579.4,0.01919
579.7,0.01452
580,0.0124
580.3,0.01273
580.6,0.01306
580.9,0.01789
581.2,0.02606
581.5,0.03424
581.8,0.03529
582.1,0.03634
582.3,0.03909
582.6,0.03756
582.9,0.02773
583.2,0.03151
583.5,0.03529
583.8,0.04289
584.1,0.05049
584.4,0.05079
584.7,0.05108
585,0.06812
585.3,0.08776
585.6,0.1074
585.9,0.1614
586.2,0.2076
586.5,0.5385
586.8,5.486
587.1,10
587.4,10
587.7,10
588,10
588.3,10
588.6,1.858
588.9,0.6279
589.2,0.3587
589.5,0.2416
589.8,0.1969
590.1,0.1702
590.4,0.144
590.7,0.1094
590.9,0.1102
591.2,0.1109
591.5,0.09448
591.8,0.07804
592.1,0.06831
592.4,0.05424
592.7,0.04879
593,0.04634
593.3,0.0439
593.6,0.01821
593.9,0.0324
594.2,0.02964
594.5,0.04406
594.8,0.03698
595.1,0.04578
595.4,0.04213
595.7,0.05022
596,0.03232
596.3,0.03632
596.6,0.04032
596.9,0.04297
597.2,0.03769
597.5,0.03795
597.8,0.0382
598.1,0.01443
598.4,0.03011
598.7,0.02924
599,0.02972
599.3,0.03021
599.6,0.03665
599.8,0.03222
600.1,0.02781
600.4,0.02367
600.7,0.01954
601,0.01947
601.3,0.02409
601.6,0.01742
601.9,0.02906
602.2,0.02243
602.5,0.01581
602.8,0.0204
603.1,0.01978
603.4,0.03021
603.7,0.02487
604,0.01954
604.3,0.01944
604.6,0.01935
604.9,0.02791
605.2,0.01563
605.5,0.003339
605.8,0.003129
606.1,0.01041
606.4,0.002728
606.7,0.005199
607,0.007669
607.3,0.01055
607.6,0.002766
607.9,-0.005018
608.2,-0.01228
608.5,0.003949
608.7,0.01129
609,0.007288
609.3,0.003281
609.6,0.003234
609.9,0.007307
610.2,-0.004865
610.5,-0.001221
610.8,-0.0002385
611.1,0.000744
611.4,0.005638
611.7,0.004006
612,0.007631
612.3,-0.004178
612.6,-0.0005914
612.9,0.002995
613.2,0.004779
613.5,0.006572
613.8,0.011
614.1,0.004884
614.4,0.007154
614.7,0.001927
615,-0.003291
615.3,-0.0006868
615.6,-0.009873
615.9,0.004894
616.2,0.01967
616.5,0.01848
616.8,0.01108
617.1,0.003692
617.3,0.003587
617.6,0.003482
617.9,0.002146
618.2,0.002948
618.5,0.003758
618.8,0.003558
619.1,0.009835
619.4,-0.002366
619.7,-0.003787
620,-2.862E-05
620.3,0.00373
620.6,0.001364
620.9,-0.0009921
621.2,0.005771
621.5,0.002499
621.8,0.01189
622.1,0.004722
622.4,0.02003
622.7,0.01881
623,0.0176
623.3,0.01533
623.6,0.01306
623.9,0.01308
624.2,0.0131
624.5,0.02252
624.8,0.01311
625.1,0.01548
625.4,0.01583
625.7,0.01618
626,0.0172
626.2,0.01823
626.5,0.009539
626.8,0.005466
627.1,0.004665
627.4,0.003863
627.7,0.008661
628,0.01346
628.3,0.01352
628.6,0.009024
628.9,0.0197
629.2,0.0162
629.5,0.01271
629.8,0.01272
630.1,0.01273
630.4,0.0118
630.7,0.01177
631,0.003625
631.3,0.00849
631.6,0.001364
631.9,0.0123
632.2,0.01522
632.5,0.01816
632.8,0.01871
633.1,0.01711
633.4,0.01048
633.7,0.003854
634,0.0006487
634.3,-0.0008013
634.6,0.001669
634.9,0.0004293
635.1,-0.0008108
635.4,0.001545
635.7,0.003901
636,0.001212
636.3,0.01091
636.6,0.02061
636.9,0.002413
637.2,0.01355
637.5,0.00558
637.8,-0.002375
638.1,0.0008204
638.4,0.004025
638.7,0.003348
639,0.0268
639.3,0.05025
639.6,0.0505
639.9,0.06217
640.2,0.06029
640.5,0.05842
640.8,0.03639
641.1,0.02787
641.4,0.01936
641.7,0.01927
642,0.01951
642.3,0.01976
642.6,0.01641
642.9,0.01307
643.2,0.008776
643.5,0.01412
643.8,0.01947
644,0.001555
644.3,-0.0002766
644.6,0.02704
644.9,0.01573
645.2,0.004426
645.5,0.01185
645.8,0.01315
646.1,0.002814
646.4,0.000124
646.7,0.0006391
647,0.001154
647.3,0.001994
647.6,0.002833
647.9,0.004455
648.2,-0.0009253
648.5,0.01912
648.8,0.01725
649.1,0.01539
649.4,-0.004216
649.7,0.01894
650,0.005485
650.3,-0.007965
650.6,0.003644
650.9,-0.002289
651.2,0.01025
651.5,-0.005924
651.8,0.00456
652.1,0.01504
652.4,0.02034
652.6,0.01862
652.9,0.02187
653.2,0.01019
653.5,-0.001498
653.8,-0.002232
654.1,0.0226
654.4,0.02071
654.7,0.01883
655,-0.001603
655.3,-0.001278
655.6,-0.0009444
655.9,0.009053
656.2,0.01335
656.5,0.008814
656.8,0.02117
657.1,0.02062
657.4,0.02008
657.7,0.01376
658,-0.0007154
658.3,-0.0007154
658.6,-0.008232
658.9,-0.01178
659.2,-0.00372
659.5,0.00434
659.8,0.0244
660.1,0.0258
660.4,-0.005714
660.7,0.01414
661,0.003921
661.3,0.01119
661.5,0.004302
661.8,-0.002576
662.1,-0.0009444
662.4,0.0006868
662.7,0.001917
663,0.001507
663.3,0.01936
663.6,0.03723
663.9,0.01806
664.2,0.01848
664.5,0.0189
664.8,0.02261
665.1,0.02595
665.4,0.02535
665.7,0.03575
666,0.04616
666.3,0.1159
666.6,0.2026
666.9,1.715
667.2,9.473
667.5,10
667.8,10
668.1,10
668.4,4.823
668.7,1.512
669,0.4453
669.3,0.2199
669.6,0.1163
669.9,0.07599
670.2,0.04154
670.4,0.05589
670.7,0.04081
671,0.02573
671.3,0.02554
671.6,0.02533
671.9,0.03704
672.2,0.03429
672.5,0.03155
672.8,0.02827
673.1,0.03793
673.4,0.03156
673.7,0.02521
674,0.0089
674.3,0.00393
674.6,0.01462
674.9,0.002308
675.2,0.0106
675.5,0.01889
675.8,0.01929
676.1,0.01969
676.4,0.02255
676.7,0.02317
677,0.02379
677.3,0.02164
677.6,0.0195
677.9,0.02285
678.2,0.01331
678.5,0.01652
678.8,0.01729
679.1,0.01806
679.3,-0.00538
679.6,-0.003301
679.9,-0.001221
680.2,-0.001288
680.5,0.01626
680.8,0.006391
681.1,-0.003472
681.4,0.001355
681.7,0.0001431
682,0.003072
682.3,0.006
682.6,-0.01606
682.9,-0.006105
683.2,0.003854
683.5,0.001049
683.8,0.002528
684.1,0.004006
684.4,0.02013
684.7,0.005619
685,-0.00889
685.3,0.005056
685.6,0.0007536
685.9,0.01327
686.2,0.01735
686.5,0.0117
686.8,0.01667
687.1,0.007813
687.4,-0.00104
687.7,-0.001259
687.9,-0.001164
688.2,-0.001059
688.5,0.006429
688.8,0.02824
689.1,0.02971
689.4,0.01423
689.7,-0.001231
690,0.002862
690.3,0.006954
690.6,0.006677
690.9,0.00641
691.2,0.006296
691.5,0.01363
691.8,0.003835
692.1,-0.005962
692.4,-0.008766
692.7,-0.009119
693,-0.01681
693.3,-0.01558
693.6,-0.01434
693.9,0.02284
694.2,-0.01125
694.5,0.01002
694.8,0.01954
695.1,0.01327
695.4,0.007011
695.7,0.006868
696,0.005914
696.3,0.01903
696.6,0.03215
696.8,0.03198
697.1,0.03182
697.4,0.02648
697.7,0.02114
698,0.007202
698.3,0.0004102
698.6,0.01505
698.9,0.002442
699.2,-0.001965
699.5,0.0117
699.8,0.004064
700.1,0.00538
700.4,-0.004455
700.7,0.002804
701,0.01006
701.3,0.008986
701.6,0.01567
701.9,0.02236
702.2,0.02839
702.5,0.02593
702.8,0.05572
703.1,0.04874
703.4,0.05367
703.7,0.05859
704,0.06349
704.3,0.08798
704.6,0.1223
704.9,0.127
705.2,0.3266
705.5,2.736
705.7,10
706,10
706.3,10
706.6,10
706.9,10
707.2,6.603
707.5,2.085
707.8,0.8116
708.1,0.3806
708.4,0.274
708.7,0.1708
709,0.1657
709.3,0.1111
709.6,0.07313
709.9,0.07305
710.2,0.06186
710.5,0.08235
710.8,0.07213
711.1,0.06193
711.4,0.04752
711.7,0.03312
712,-0.00187
712.3,0.03086
712.6,0.03102
712.9,0.03118
713.2,0.01648
713.5,0.03191
713.8,0.03476
714.1,0.02126
714.3,0.0333
714.6,0.02014
714.9,0.01427
715.2,0.008404
715.5,0.03839
715.8,0.01325
716.1,0.009329
716.4,0.01671
716.7,0.01092
717,0.005142
717.3,0.01718
717.6,0.02922
717.9,0.03193
718.2,0.01345
718.5,0.03184
718.8,0.0206
719.1,0.009358
719.4,-0.0008013
719.7,0.003892
720,0.008585
720.3,0.03844
720.6,0.03471
720.9,0.03098
721.2,0.02019
721.5,0.009406
721.8,-0.001755
722.1,0.0243
722.4,0.01493
722.7,0.03452
723,0.009673
723.2,0.009491
723.5,0.00952
723.8,0.009558
724.1,0.006
724.4,0.007622
724.7,0.009253
725,0.01879
725.3,0.002881
725.6,0.02863
725.9,0.02662
726.2,0.02462
726.5,0.03485
726.8,0.04507
727.1,0.4803
727.4,2.222
727.7,3.724
728,3.294
728.3,2.864
728.6,1.193
728.9,0.478
729.2,0.09205
729.5,0.0561
729.8,0.05521
730.1,0.05433
730.4,0.007469
730.7,0.00951
731,0.01156
731.3,0.00475
731.6,0.00662
731.9,0.00849
732.1,0.008146
732.4,-0.0007345
732.7,-0.001812
733,0.02848
733.3,0.05879
733.6,0.05865
733.9,0.04806
734.2,0.03747
734.5,0.01354
734.8,0.003653
735.1,0.02665
735.4,0.03108
735.7,0.0355
736,0.04219
736.3,-0.001164
736.6,-0.02098
736.9,-0.01963
737.2,-0.04196
737.5,-0.01755
737.8,-0.0357
738.1,-0.01219
738.4,-0.01326
738.7,-0.001555
739,0.01016
739.3,0.004369
739.6,-0.001412
739.9,-0.01473
740.2,-0.02771
740.5,-0.01489
740.8,-0.04447
741,0.002347
741.3,0.01916
741.6,0.03598
741.9,0.03592
742.2,0.02324
742.5,0.01055
742.8,0.02767
743.1,0.006515
743.4,0.04604
743.7,0.01625
744,-0.01355
744.3,-0.02775
744.6,-0.02349
744.9,-0.01922
745.2,-0.02998
745.5,-0.03481
745.8,0.004598
746.1,0.005981
746.4,0.007364
746.7,0.03224
747,-0.003787
747.3,0.003081
747.6,0.009949
747.9,-0.01687
748.2,-0.02861
748.5,-0.02321
748.8,-0.01781
749.1,-0.01787
749.4,0.01269
749.6,-0.0005723
749.9,0.01513
750.2,0.005151
750.5,0.01971
750.8,0.03426
751.1,-0.008995
751.4,0.0005246
751.7,-0.006677
752,-0.01388
752.3,-0.005561
752.6,0.002757
752.9,0.01892
753.2,-0.01045
753.5,-0.001164
753.8,-0.02332
754.1,-0.00641
754.4,0.0105
754.7,0.01059
755,-0.03941
755.3,-0.04177
755.6,-0.05807
755.9,-0.02991
756.2,-0.04023
756.5,-0.01506
756.8,-0.008232
757.1,-0.0259
757.4,-0.0161
757.7,-0.03566
758,-0.02071
758.3,-0.005752
758.5,-0.02839
758.8,-0.009234
759.1,-0.03144
759.4,0.002728
759.7,-0.006735
760,-0.0162
