Begin Header
Date,01/09/2004 14:41:00
X-Label,Nanometers
Y-Label,Arbitrary
NumPoints,1522
StartValue,350
EndValue,800
Steps,0,3
GaussFilter,0
NoiseFilter,True
AmplCorrection,True
DarkCorrection,True
AddCycles,1
Iterations,1
AutoExposure,False
MaxCycleTime,10
ExposureTime,100
CoolerFilter,False
CoolerTemp,292,1
End Header
nm,Value
350.1,0.06944
350.4,0.08604
350.7,0.07929
351,0.1221
351.3,0.165
351.6,0.2646
351.9,0.2812
352.2,0.1342
352.5,0.08411
352.8,0.04445
353.1,0.007402
353.4,0.006954
353.7,-0.001679
354,-0.001555
354.2,-0.001431
354.5,-0.005924
354.8,0.009415
355.1,0.02476
355.4,0.02551
355.7,0.02537
356,0.03286
356.3,0.04036
356.6,0.0194
356.9,-0.001555
357.2,-0.004035
357.5,-0.0102
357.8,0.0154
358.1,0.02437
358.4,0.02327
358.6,0.09075
358.9,0.1583
359.2,0.1956
359.5,0.1461
359.8,0.09656
360.1,0.04095
360.4,0.04086
360.7,0.02905
361,0.02959
361.3,0.03014
361.6,0.03377
361.9,0.01509
362.2,0.01655
362.5,0.003491
362.7,0.01571
363,0.01125
363.3,0.006792
363.6,0.01426
363.9,0.02174
364.2,0.01294
364.5,0.00413
364.8,0.005275
365.1,0.001975
365.4,0.0118
365.7,0.02164
366,0.02373
366.3,-0.007126
366.6,-0.01876
366.9,-0.00373
367.2,-0.005113
367.4,-0.006487
367.7,0.009034
368,0.02455
368.3,0.02741
368.6,0.03857
368.9,0.04973
369.2,0.05155
369.5,0.003587
369.8,0.01272
370.1,0.02185
370.4,0.01027
370.7,-0.001288
371,0.002127
371.3,-0.01295
371.6,0.006162
371.9,0.02527
372.2,0.02484
372.4,0.01517
372.7,0.01593
373,0.01669
373.3,0.002308
373.6,0.009682
373.9,0.01236
374.2,0.006801
374.5,0.00125
374.8,0.00849
375.1,0.002909
375.4,0.01246
375.7,0.004188
376,-0.004083
376.3,-0.003262
376.6,-0.002432
376.9,0.009739
377.2,0.01121
377.5,-0.003749
377.7,-0.002261
378,-0.0007727
378.3,-0.002223
378.6,0.007898
378.9,0.005256
379.2,0.004531
379.5,0.004455
379.8,0.009158
380.1,0.01386
380.4,0.01328
380.7,0.02337
381,0.01134
381.3,-0.0006773
381.6,0.00601
381.9,-0.004655
382.2,-0.005151
382.5,-0.005647
382.7,-0.00621
383,-0.001822
383.3,-0.003625
383.6,-0.005428
383.9,-0.005437
384.2,-0.003196
384.5,-0.005027
384.8,-0.0006105
385.1,0.003816
385.4,0.008309
385.7,-0.007393
386,-0.0107
386.3,-0.008452
386.6,-0.006191
386.9,-0.002881
387.2,0.0004388
387.5,0.0008013
387.8,0.001164
388,-0.006992
388.3,0.001173
388.6,0.009348
388.9,-0.001574
389.2,-0.0125
389.5,-0.008719
389.8,-0.01088
390.1,-0.009873
390.4,-0.008862
390.7,-0.002165
391,0.004102
391.3,0.0002576
391.6,-0.001316
391.9,0.0009253
392.2,-0.001765
392.5,0.003062
392.8,-0.003901
393,0.003033
393.3,0.009968
393.6,0.004188
393.9,0.001765
394.2,0.009119
394.5,0.01647
394.8,0.01645
395.1,0.01541
395.4,0.01438
395.7,0.001412
396,-0.01155
396.3,-0.00496
396.6,0.001641
396.9,0.009568
397.2,0.004512
397.5,0.006525
397.8,0.008547
398,0.004035
398.3,0.007173
398.6,0.01031
398.9,0.0001336
399.2,-0.0001812
399.5,-0.000496
399.8,-0.01008
400.1,-0.00746
400.4,-0.004827
400.7,-0.002766
401,-0.007164
401.3,-0.002547
401.6,0.00207
401.9,0.002413
402.2,-0.0005628
402.5,0.005847
402.8,0.000725
403.1,0.0001526
403.3,-0.0001145
403.6,-0.0003816
403.9,0.01065
404.2,-0.002566
404.5,-0.001956
404.8,-0.001336
405.1,0.003587
405.4,-0.003615
405.7,-0.01081
406,-0.0009634
406.3,0.008881
406.6,0.004025
406.9,0.01215
407.2,-0.0002671
407.5,-0.0003053
407.8,0.006925
408.1,-0.001536
408.3,-0.009997
408.6,-0.0006582
408.9,-0.0009634
409.2,0.005456
409.5,0.003615
409.8,0.001774
410.1,0.0002862
410.4,-0.001192
410.7,0.0006582
411,6.677E-05
411.3,0.004989
411.6,0.002223
411.9,-0.0005437
412.2,-0.0005056
412.5,-0.0004579
412.8,-0.0004388
413,-0.007994
413.3,0.005657
413.6,0.008232
413.9,0.005275
414.2,0.002328
414.5,0.001936
414.8,0.001555
415.1,0.0008585
415.4,0.004388
415.7,0.0006677
416,-0.003053
416.3,0.001965
416.6,-0.001059
416.9,-0.0007536
417.2,-0.006019
417.5,0.002413
417.8,0.01085
418,0.01152
418.3,0.005943
418.6,0.006143
418.9,0.006353
419.2,-0.0003625
419.5,0.00104
419.8,0.002452
420.1,0.00249
420.4,0.004522
420.7,-0.003959
421,-0.003615
421.3,-0.003262
